Seizoen;Datum;Thuisclub;Uitclub;Thuisscore;Uitscore
2018-2019;03/02/2019;PEC Zwolle;FC Utrecht;4;3
2018-2019;03/02/2019;PSV;Fortuna Sittard;5;0
2018-2019;08/02/2019;NAC Breda;AZ;0;3
2018-2019;09/02/2019;Feyenoord;De Graafschap;4;0
2018-2019;09/02/2019;Heracles Almelo;Ajax;1;0
2018-2019;09/02/2019;SC Heerenveen;PEC Zwolle;1;1
2018-2019;09/02/2019;VVV-Venlo;Willem II;2;1
2018-2019;10/02/2019;FC Emmen;ADO Den Haag;3;2
2018-2019;10/02/2019;FC Groningen;Vitesse;2;1
2018-2019;10/02/2019;FC Utrecht;PSV;2;2
2018-2019;10/02/2019;Fortuna Sittard;Excelsior;4;1
2018-2019;15/02/2019;ADO Den Haag;PEC Zwolle;1;0
2018-2019;16/02/2019;AZ;VVV-Venlo;3;0
2018-2019;16/02/2019;Heracles Almelo;Fortuna Sittard;6;0
2018-2019;16/02/2019;SC Heerenveen;PSV;2;2
2018-2019;16/02/2019;Vitesse;Willem II;3;2
2018-2019;17/02/2019;Ajax;NAC Breda;5;0
2018-2019;17/02/2019;De Graafschap;FC Utrecht;0;1
2018-2019;17/02/2019;Excelsior;FC Emmen;2;1
2018-2019;17/02/2019;FC Groningen;Feyenoord;1;0
2018-2019;22/02/2019;VVV-Venlo;Heracles Almelo;0;1
2018-2019;23/02/2019;FC Utrecht;Excelsior;0;0
2018-2019;23/02/2019;Fortuna Sittard;SC Heerenveen;2;4
2018-2019;23/02/2019;NAC Breda;FC Groningen;0;0
2018-2019;23/02/2019;PEC Zwolle;De Graafschap;0;3
2018-2019;24/02/2019;ADO Den Haag;Ajax;1;5
2018-2019;24/02/2019;FC Emmen;Vitesse;0;3
2018-2019;24/02/2019;PSV;Feyenoord;1;1
2018-2019;24/02/2019;Willem II;AZ;2;1
2018-2019;01/03/2019;De Graafschap;ADO Den Haag;1;1
2018-2019;02/03/2019;Excelsior;PSV;0;2
2018-2019;02/03/2019;Heracles Almelo;FC Utrecht;1;5
2018-2019;02/03/2019;Vitesse;NAC Breda;4;1
2018-2019;03/03/2019;AZ;Fortuna Sittard;4;2
2018-2019;03/03/2019;FC Groningen;VVV-Venlo;3;2
2018-2019;03/03/2019;Feyenoord;FC Emmen;4;0
2018-2019;03/03/2019;SC Heerenveen;Willem II;4;2
2018-2019;08/03/2019;FC Utrecht;FC Groningen;0;0
2018-2019;09/03/2019;ADO Den Haag;SC Heerenveen;2;3
2018-2019;09/03/2019;PSV;NAC Breda;2;0
2018-2019;09/03/2019;VVV-Venlo;Excelsior;1;0
2018-2019;09/03/2019;Willem II;De Graafschap;3;2
2018-2019;10/03/2019;Ajax;Fortuna Sittard;4;0
2018-2019;10/03/2019;FC Emmen;Heracles Almelo;1;1
2018-2019;10/03/2019;PEC Zwolle;AZ;0;0
2018-2019;10/03/2019;Vitesse;Feyenoord;1;1
2018-2019;13/03/2019;Ajax;PEC Zwolle;2;1
2018-2019;15/03/2019;Fortuna Sittard;FC Emmen;3;1
2018-2019;16/03/2019;Feyenoord;Willem II;2;3
2018-2019;16/03/2019;Heracles Almelo;Vitesse;3;2
2018-2019;16/03/2019;NAC Breda;FC Utrecht;0;4
2018-2019;16/03/2019;SC Heerenveen;De Graafschap;0;3
2018-2019;17/03/2019;AZ;Ajax;1;0
2018-2019;17/03/2019;Excelsior;PEC Zwolle;0;2
2018-2019;17/03/2019;FC Groningen;ADO Den Haag;1;0
2018-2019;17/03/2019;VVV-Venlo;PSV;0;1
2018-2019;30/03/2019;ADO Den Haag;Vitesse;3;3
2018-2019;30/03/2019;AZ;FC Groningen;1;0
2018-2019;30/03/2019;De Graafschap;Heracles Almelo;1;2
2018-2019;30/03/2019;SC Heerenveen;Excelsior;1;0
2018-2019;30/03/2019;Willem II;Fortuna Sittard;3;2
2018-2019;31/03/2019;Ajax;PSV;3;1
2018-2019;31/03/2019;FC Utrecht;Feyenoord;3;2
2018-2019;31/03/2019;NAC Breda;VVV-Venlo;1;1
2018-2019;31/03/2019;PEC Zwolle;FC Emmen;3;0
2018-2019;02/04/2019;FC Groningen;De Graafschap;1;0
2018-2019;02/04/2019;Heracles Almelo;Willem II;3;4
2018-2019;02/04/2019;Vitesse;AZ;2;2
2018-2019;03/04/2019;Excelsior;NAC Breda;1;2
2018-2019;03/04/2019;FC Emmen;Ajax;2;5
2018-2019;03/04/2019;Fortuna Sittard;ADO Den Haag;0;0
2018-2019;03/04/2019;VVV-Venlo;FC Utrecht;2;6
2018-2019;04/04/2019;Feyenoord;SC Heerenveen;3;0
2018-2019;04/04/2019;PSV;PEC Zwolle;4;0
2018-2019;06/04/2019;ADO Den Haag;FC Utrecht;5;0
2018-2019;06/04/2019;De Graafschap;AZ;1;1
2018-2019;06/04/2019;FC Groningen;Excelsior;1;0
2018-2019;06/04/2019;Heracles Almelo;NAC Breda;1;0
2018-2019;06/04/2019;Willem II;Ajax;1;4
2018-2019;07/04/2019;FC Emmen;SC Heerenveen;2;0
2018-2019;07/04/2019;PEC Zwolle;Fortuna Sittard;5;0
2018-2019;07/04/2019;Vitesse;PSV;3;3
2018-2019;07/04/2019;VVV-Venlo;Feyenoord;0;3
2018-2019;12/04/2019;NAC Breda;FC Emmen;1;1
2018-2019;13/04/2019;Ajax;Excelsior;6;2
2018-2019;13/04/2019;AZ;ADO Den Haag;2;3
2018-2019;13/04/2019;Feyenoord;Heracles Almelo;2;1
2018-2019;13/04/2019;Fortuna Sittard;VVV-Venlo;1;1
2018-2019;14/04/2019;FC Utrecht;Vitesse;0;0
2018-2019;14/04/2019;PSV;De Graafschap;2;1
2018-2019;14/04/2019;SC Heerenveen;FC Groningen;1;1
2018-2019;14/04/2019;Willem II;PEC Zwolle;2;0
2018-2019;19/04/2019;Heracles Almelo;SC Heerenveen;2;1
2018-2019;20/04/2019;FC Emmen;FC Utrecht;2;0
2018-2019;20/04/2019;FC Groningen;Ajax;0;1
2018-2019;20/04/2019;Feyenoord;AZ;2;1
2018-2019;20/04/2019;Vitesse;PEC Zwolle;4;1
2018-2019;20/04/2019;VVV-Venlo;De Graafschap;4;1
2018-2019;21/04/2019;Excelsior;Willem II;1;1
2018-2019;21/04/2019;Fortuna Sittard;NAC Breda;2;1
2018-2019;21/04/2019;PSV;ADO Den Haag;3;1
2018-2019;23/04/2019;Ajax;Vitesse;4;2
2018-2019;23/04/2019;AZ;Heracles Almelo;2;1
2018-2019;23/04/2019;De Graafschap;FC Emmen;1;0
2018-2019;23/04/2019;SC Heerenveen;VVV-Venlo;2;2
2018-2019;24/04/2019;FC Utrecht;Fortuna Sittard;2;1
2018-2019;24/04/2019;NAC Breda;Feyenoord;0;4
2018-2019;25/04/2019;ADO Den Haag;Excelsior;3;1
2018-2019;25/04/2019;Willem II;PSV;0;3
2018-2019;29/04/2019;PEC Zwolle;FC Groningen;3;2
2018-2019;12/05/2019;Ajax;FC Utrecht;4;1
2018-2019;12/05/2019;AZ;PSV;1;0
2018-2019;12/05/2019;FC Groningen;Fortuna Sittard;3;0
2018-2019;12/05/2019;Feyenoord;ADO Den Haag;0;2
2018-2019;12/05/2019;Heracles Almelo;Excelsior;4;5
2018-2019;12/05/2019;PEC Zwolle;VVV-Venlo;2;4
2018-2019;12/05/2019;SC Heerenveen;NAC Breda;2;1
2018-2019;12/05/2019;Vitesse;De Graafschap;6;1
2018-2019;12/05/2019;Willem II;FC Emmen;2;3
2018-2019;15/05/2019;ADO Den Haag;Willem II;6;2
2018-2019;15/05/2019;De Graafschap;Ajax;1;4
2018-2019;15/05/2019;Excelsior;AZ;4;2
2018-2019;15/05/2019;FC Emmen;FC Groningen;1;0
2018-2019;15/05/2019;FC Utrecht;SC Heerenveen;3;1
2018-2019;15/05/2019;Fortuna Sittard;Feyenoord;1;4
2018-2019;15/05/2019;NAC Breda;PEC Zwolle;0;0
2018-2019;15/05/2019;PSV;Heracles Almelo;3;1
2018-2019;15/05/2019;VVV-Venlo;Vitesse;1;3
2019-2020;02/08/2019;PEC Zwolle;Willem II;1;3
2019-2020;03/08/2019;FC Emmen;FC Groningen;0;1
2019-2020;03/08/2019;FC Twente;PSV;1;1
2019-2020;03/08/2019;Vitesse;Ajax;2;2
2019-2020;03/08/2019;VVV-Venlo;RKC Waalwijk;3;1
2019-2020;04/08/2019;ADO Den Haag;FC Utrecht;2;4
2019-2020;04/08/2019;AZ;Fortuna Sittard;4;0
2019-2020;04/08/2019;Feyenoord;Sparta Rotterdam;2;2
2019-2020;04/08/2019;Heracles Almelo;SC Heerenveen;0;4
2019-2020;09/08/2019;Sparta Rotterdam;VVV-Venlo;4;1
2019-2020;10/08/2019;Ajax;FC Emmen;5;0
2019-2020;10/08/2019;FC Groningen;FC Twente;1;3
2019-2020;10/08/2019;Willem II;Vitesse;0;2
2019-2020;11/08/2019;FC Utrecht;PEC Zwolle;3;1
2019-2020;11/08/2019;Fortuna Sittard;Heracles Almelo;1;1
2019-2020;11/08/2019;PSV;ADO Den Haag;3;1
2019-2020;11/08/2019;RKC Waalwijk;AZ;0;2
2019-2020;11/08/2019;SC Heerenveen;Feyenoord;1;1
2019-2020;16/08/2019;Vitesse;PEC Zwolle;3;0
2019-2020;17/08/2019;ADO Den Haag;Sparta Rotterdam;1;2
2019-2020;17/08/2019;FC Emmen;SC Heerenveen;2;0
2019-2020;17/08/2019;VVV-Venlo;Ajax;1;4
2019-2020;18/08/2019;AZ;FC Groningen;0;0
2019-2020;18/08/2019;FC Twente;RKC Waalwijk;3;3
2019-2020;18/08/2019;Feyenoord;FC Utrecht;1;1
2019-2020;18/08/2019;Fortuna Sittard;Willem II;2;3
2019-2020;18/08/2019;Heracles Almelo;PSV;0;2
2019-2020;24/08/2019;Heracles Almelo;Vitesse;1;1
2019-2020;24/08/2019;SC Heerenveen;FC Twente;0;0
2019-2020;24/08/2019;Willem II;FC Emmen;2;1
2019-2020;25/08/2019;FC Utrecht;VVV-Venlo;1;2
2019-2020;25/08/2019;PEC Zwolle;Sparta Rotterdam;2;2
2019-2020;25/08/2019;RKC Waalwijk;ADO Den Haag;0;3
2019-2020;30/08/2019;FC Emmen;PEC Zwolle;1;3
2019-2020;31/08/2019;ADO Den Haag;VVV-Venlo;1;0
2019-2020;31/08/2019;FC Groningen;Heracles Almelo;1;2
2019-2020;31/08/2019;SC Heerenveen;Fortuna Sittard;1;1
2019-2020;01/09/2019;FC Twente;FC Utrecht;3;1
2019-2020;01/09/2019;RKC Waalwijk;PSV;1;3
2019-2020;01/09/2019;Sparta Rotterdam;Ajax;1;4
2019-2020;01/09/2019;Vitesse;AZ;2;1
2019-2020;01/09/2019;Willem II;Feyenoord;0;1
2019-2020;14/09/2019;Ajax;SC Heerenveen;4;1
2019-2020;14/09/2019;AZ;Sparta Rotterdam;5;1
2019-2020;14/09/2019;FC Utrecht;FC Emmen;3;1
2019-2020;14/09/2019;PSV;Vitesse;5;0
2019-2020;14/09/2019;VVV-Venlo;FC Groningen;2;1
2019-2020;15/09/2019;Feyenoord;ADO Den Haag;3;2
2019-2020;15/09/2019;Fortuna Sittard;FC Twente;2;3
2019-2020;15/09/2019;Heracles Almelo;Willem II;4;1
2019-2020;15/09/2019;PEC Zwolle;RKC Waalwijk;6;2
2019-2020;20/09/2019;FC Twente;Heracles Almelo;2;3
2019-2020;21/09/2019;FC Groningen;PEC Zwolle;2;0
2019-2020;21/09/2019;Sparta Rotterdam;RKC Waalwijk;4;0
2019-2020;21/09/2019;Vitesse;Fortuna Sittard;4;2
2019-2020;21/09/2019;Willem II;VVV-Venlo;1;0
2019-2020;22/09/2019;ADO Den Haag;AZ;0;1
2019-2020;22/09/2019;FC Emmen;Feyenoord;3;3
2019-2020;22/09/2019;PSV;Ajax;1;1
2019-2020;22/09/2019;SC Heerenveen;FC Utrecht;1;1
2019-2020;25/09/2019;Ajax;Fortuna Sittard;5;0
2019-2020;25/09/2019;PSV;FC Groningen;3;1
2019-2020;26/09/2019;Feyenoord;AZ;0;3
2019-2020;27/09/2019;FC Emmen;ADO Den Haag;3;0
2019-2020;28/09/2019;Ajax;FC Groningen;2;0
2019-2020;28/09/2019;Fortuna Sittard;Sparta Rotterdam;0;0
2019-2020;28/09/2019;VVV-Venlo;SC Heerenveen;0;3
2019-2020;29/09/2019;AZ;Heracles Almelo;2;0
2019-2020;29/09/2019;FC Utrecht;Willem II;2;0
2019-2020;29/09/2019;Feyenoord;FC Twente;5;1
2019-2020;29/09/2019;PEC Zwolle;PSV;0;4
2019-2020;29/09/2019;RKC Waalwijk;Vitesse;1;2
2019-2020;04/10/2019;FC Groningen;RKC Waalwijk;3;0
2019-2020;05/10/2019;Heracles Almelo;FC Emmen;2;0
2019-2020;05/10/2019;SC Heerenveen;PEC Zwolle;1;0
2019-2020;05/10/2019;Sparta Rotterdam;FC Twente;2;1
2019-2020;05/10/2019;Vitesse;FC Utrecht;2;1
2019-2020;06/10/2019;ADO Den Haag;Ajax;0;2
2019-2020;06/10/2019;Fortuna Sittard;Feyenoord;4;2
2019-2020;06/10/2019;PSV;VVV-Venlo;4;1
2019-2020;06/10/2019;Willem II;AZ;1;1
2019-2020;19/10/2019;AZ;SC Heerenveen;2;4
2019-2020;19/10/2019;FC Twente;Willem II;0;1
2019-2020;19/10/2019;FC Utrecht;PSV;3;0
2019-2020;19/10/2019;RKC Waalwijk;Ajax;1;2
2019-2020;19/10/2019;VVV-Venlo;Vitesse;0;4
2019-2020;20/10/2019;FC Emmen;Fortuna Sittard;2;1
2019-2020;20/10/2019;FC Groningen;Sparta Rotterdam;2;0
2019-2020;20/10/2019;Feyenoord;Heracles Almelo;1;1
2019-2020;20/10/2019;PEC Zwolle;ADO Den Haag;3;1
2019-2020;25/10/2019;FC Twente;FC Emmen;4;1
2019-2020;26/10/2019;Fortuna Sittard;VVV-Venlo;4;1
2019-2020;26/10/2019;Heracles Almelo;PEC Zwolle;4;0
2019-2020;26/10/2019;Vitesse;ADO Den Haag;0;2
2019-2020;26/10/2019;Willem II;RKC Waalwijk;2;1
2019-2020;27/10/2019;Ajax;Feyenoord;4;0
2019-2020;27/10/2019;PSV;AZ;0;4
2019-2020;27/10/2019;SC Heerenveen;FC Groningen;1;1
2019-2020;27/10/2019;Sparta Rotterdam;FC Utrecht;1;2
2019-2020;01/11/2019;PEC Zwolle;Ajax;2;4
2019-2020;02/11/2019;AZ;FC Twente;3;0
2019-2020;02/11/2019;RKC Waalwijk;Heracles Almelo;2;0
2019-2020;02/11/2019;Sparta Rotterdam;PSV;2;2
2019-2020;03/11/2019;ADO Den Haag;SC Heerenveen;1;1
2019-2020;03/11/2019;FC Emmen;Vitesse;2;1
2019-2020;03/11/2019;FC Groningen;Willem II;2;0
2019-2020;03/11/2019;FC Utrecht;Fortuna Sittard;6;0
2019-2020;03/11/2019;VVV-Venlo;Feyenoord;0;3
2019-2020;08/11/2019;Vitesse;FC Groningen;1;2
2019-2020;09/11/2019;Fortuna Sittard;ADO Den Haag;1;0
2019-2020;09/11/2019;Heracles Almelo;VVV-Venlo;6;1
2019-2020;09/11/2019;SC Heerenveen;Sparta Rotterdam;2;1
2019-2020;10/11/2019;Ajax;FC Utrecht;4;0
2019-2020;10/11/2019;AZ;FC Emmen;3;0
2019-2020;10/11/2019;FC Twente;PEC Zwolle;2;1
2019-2020;10/11/2019;Feyenoord;RKC Waalwijk;3;2
2019-2020;10/11/2019;Willem II;PSV;2;1
2019-2020;23/11/2019;ADO Den Haag;Willem II;3;3
2019-2020;23/11/2019;Ajax;Heracles Almelo;4;1
2019-2020;23/11/2019;FC Utrecht;AZ;0;3
2019-2020;23/11/2019;PEC Zwolle;Fortuna Sittard;3;1
2019-2020;24/11/2019;FC Groningen;Feyenoord;1;1
2019-2020;24/11/2019;PSV;SC Heerenveen;2;1
2019-2020;24/11/2019;RKC Waalwijk;FC Emmen;1;1
2019-2020;24/11/2019;Sparta Rotterdam;Vitesse;2;0
2019-2020;24/11/2019;VVV-Venlo;FC Twente;2;1
2019-2020;29/11/2019;SC Heerenveen;Vitesse;3;2
2019-2020;30/11/2019;Fortuna Sittard;FC Groningen;1;0
2019-2020;30/11/2019;Heracles Almelo;ADO Den Haag;4;0
2019-2020;30/11/2019;Willem II;Sparta Rotterdam;4;0
2019-2020;01/12/2019;AZ;VVV-Venlo;1;0
2019-2020;01/12/2019;FC Emmen;PSV;1;1
2019-2020;01/12/2019;FC Twente;Ajax;2;5
2019-2020;01/12/2019;FC Utrecht;RKC Waalwijk;0;1
2019-2020;01/12/2019;Feyenoord;PEC Zwolle;1;0
2019-2020;06/12/2019;Ajax;Willem II;0;2
2019-2020;07/12/2019;ADO Den Haag;FC Twente;0;0
2019-2020;07/12/2019;PEC Zwolle;AZ;0;3
2019-2020;07/12/2019;PSV;Fortuna Sittard;5;0
2019-2020;07/12/2019;VVV-Venlo;FC Emmen;2;0
2019-2020;08/12/2019;FC Groningen;FC Utrecht;0;1
2019-2020;08/12/2019;RKC Waalwijk;SC Heerenveen;1;3
2019-2020;08/12/2019;Sparta Rotterdam;Heracles Almelo;0;0
2019-2020;08/12/2019;Vitesse;Feyenoord;0;0
2019-2020;13/12/2019;SC Heerenveen;Willem II;1;2
2019-2020;14/12/2019;ADO Den Haag;FC Groningen;1;1
2019-2020;14/12/2019;FC Twente;Vitesse;0;3
2019-2020;14/12/2019;Fortuna Sittard;RKC Waalwijk;3;2
2019-2020;14/12/2019;VVV-Venlo;PEC Zwolle;1;2
2019-2020;15/12/2019;AZ;Ajax;1;0
2019-2020;15/12/2019;FC Emmen;Sparta Rotterdam;2;0
2019-2020;15/12/2019;Feyenoord;PSV;3;1
2019-2020;15/12/2019;Heracles Almelo;FC Utrecht;1;3
2019-2020;20/12/2019;RKC Waalwijk;FC Twente;3;0
2019-2020;21/12/2019;PSV;PEC Zwolle;4;1
2019-2020;21/12/2019;SC Heerenveen;Heracles Almelo;1;1
2019-2020;21/12/2019;Sparta Rotterdam;AZ;3;0
2019-2020;21/12/2019;Willem II;Fortuna Sittard;0;0
2019-2020;22/12/2019;Ajax;ADO Den Haag;6;1
2019-2020;22/12/2019;FC Groningen;FC Emmen;2;0
2019-2020;22/12/2019;FC Utrecht;Feyenoord;1;2
2019-2020;22/12/2019;Vitesse;VVV-Venlo;3;0
2019-2020;17/01/2020;Fortuna Sittard;Vitesse;1;3
2019-2020;17/01/2020;PEC Zwolle;FC Utrecht;3;3
2019-2020;18/01/2020;AZ;Willem II;1;3
2019-2020;18/01/2020;FC Twente;FC Groningen;0;0
2019-2020;18/01/2020;Feyenoord;SC Heerenveen;3;1
2019-2020;19/01/2020;ADO Den Haag;RKC Waalwijk;2;0
2019-2020;19/01/2020;Ajax;Sparta Rotterdam;2;1
2019-2020;19/01/2020;VVV-Venlo;PSV;1;1
2019-2020;24/01/2020;FC Utrecht;ADO Den Haag;4;0
2019-2020;25/01/2020;Heracles Almelo;Feyenoord;2;3
2019-2020;25/01/2020;RKC Waalwijk;VVV-Venlo;1;2
2019-2020;25/01/2020;SC Heerenveen;AZ;1;2
2019-2020;25/01/2020;Sparta Rotterdam;Fortuna Sittard;1;1
2019-2020;26/01/2020;FC Groningen;Ajax;2;1
2019-2020;26/01/2020;PSV;FC Twente;1;1
2019-2020;26/01/2020;Vitesse;FC Emmen;1;1
2019-2020;26/01/2020;Willem II;PEC Zwolle;0;0
2019-2020;31/01/2020;AZ;RKC Waalwijk;4;0
2019-2020;01/02/2020;ADO Den Haag;Vitesse;0;0
2019-2020;01/02/2020;FC Twente;Sparta Rotterdam;2;0
2019-2020;01/02/2020;Feyenoord;FC Emmen;3;0
2019-2020;01/02/2020;PEC Zwolle;FC Groningen;1;0
2019-2020;02/02/2020;Ajax;PSV;1;0
2019-2020;02/02/2020;Fortuna Sittard;SC Heerenveen;2;1
2019-2020;02/02/2020;VVV-Venlo;FC Utrecht;1;1
2019-2020;02/02/2020;Willem II;Heracles Almelo;1;0
2019-2020;07/02/2020;Heracles Almelo;Fortuna Sittard;2;0
2019-2020;08/02/2020;FC Groningen;Vitesse;1;0
2019-2020;08/02/2020;PSV;Willem II;3;0
2019-2020;08/02/2020;RKC Waalwijk;PEC Zwolle;0;0
2019-2020;08/02/2020;SC Heerenveen;VVV-Venlo;1;1
2019-2020;11/02/2020;FC Emmen;FC Twente;2;0
2019-2020;11/02/2020;Sparta Rotterdam;ADO Den Haag;4;2
2019-2020;14/02/2020;VVV-Venlo;Heracles Almelo;1;0
2019-2020;15/02/2020;ADO Den Haag;PSV;0;3
2019-2020;15/02/2020;FC Twente;AZ;2;0
2019-2020;15/02/2020;Fortuna Sittard;FC Emmen;0;0
2019-2020;16/02/2020;Ajax;RKC Waalwijk;3;0
2019-2020;16/02/2020;PEC Zwolle;Feyenoord;3;4
2019-2020;16/02/2020;Sparta Rotterdam;FC Groningen;1;2
2019-2020;16/02/2020;Vitesse;SC Heerenveen;4;2
2019-2020;16/02/2020;Willem II;FC Utrecht;1;1
2019-2020;21/02/2020;RKC Waalwijk;Sparta Rotterdam;0;1
2019-2020;22/02/2020;FC Emmen;Willem II;4;2
2019-2020;22/02/2020;FC Groningen;VVV-Venlo;0;1
2019-2020;22/02/2020;Feyenoord;Fortuna Sittard;2;1
2019-2020;22/02/2020;SC Heerenveen;ADO Den Haag;2;2
2019-2020;23/02/2020;AZ;PEC Zwolle;2;0
2019-2020;23/02/2020;FC Utrecht;FC Twente;2;1
2019-2020;23/02/2020;Heracles Almelo;Ajax;1;0
2019-2020;23/02/2020;Vitesse;PSV;1;2
2019-2020;28/02/2020;Willem II;FC Groningen;3;1
2019-2020;29/02/2020;ADO Den Haag;Heracles Almelo;0;0
2019-2020;29/02/2020;FC Twente;SC Heerenveen;2;3
2019-2020;29/02/2020;PEC Zwolle;Vitesse;4;3
2019-2020;29/02/2020;VVV-Venlo;Fortuna Sittard;0;0
2019-2020;01/03/2020;Ajax;AZ;0;2
2019-2020;01/03/2020;PSV;Feyenoord;1;1
2019-2020;01/03/2020;RKC Waalwijk;FC Utrecht;2;1
2019-2020;01/03/2020;Sparta Rotterdam;FC Emmen;5;1
2019-2020;06/03/2020;Fortuna Sittard;PEC Zwolle;1;1
2019-2020;07/03/2020;AZ;ADO Den Haag;4;0
2019-2020;07/03/2020;FC Emmen;VVV-Venlo;3;0
2019-2020;07/03/2020;SC Heerenveen;Ajax;1;3
2019-2020;07/03/2020;Vitesse;FC Twente;1;0
2019-2020;08/03/2020;FC Groningen;PSV;0;1
2019-2020;08/03/2020;FC Utrecht;Sparta Rotterdam;5;1
2019-2020;08/03/2020;Feyenoord;Willem II;2;0
2019-2020;08/03/2020;Heracles Almelo;RKC Waalwijk;4;2
2020-2021;12/09/2020;FC Twente;Fortuna Sittard;2;0
2020-2021;12/09/2020;PEC Zwolle;Feyenoord;0;2
2020-2021;12/09/2020;SC Heerenveen;Willem II;2;0
2020-2021;13/09/2020;FC Emmen;VVV-Venlo;3;5
2020-2021;13/09/2020;FC Groningen;PSV;1;3
2020-2021;13/09/2020;Heracles Almelo;ADO Den Haag;2;0
2020-2021;13/09/2020;RKC Waalwijk;Vitesse;0;1
2020-2021;13/09/2020;Sparta Rotterdam;Ajax;0;1
2020-2021;18/09/2020;VVV-Venlo;FC Utrecht;1;1
2020-2021;19/09/2020;AZ;PEC Zwolle;1;1
2020-2021;19/09/2020;Fortuna Sittard;SC Heerenveen;1;3
2020-2021;19/09/2020;PSV;FC Emmen;2;1
2020-2021;19/09/2020;Vitesse;Sparta Rotterdam;2;0
2020-2021;20/09/2020;ADO Den Haag;FC Groningen;0;1
2020-2021;20/09/2020;Ajax;RKC Waalwijk;3;0
2020-2021;20/09/2020;Feyenoord;FC Twente;1;1
2020-2021;20/09/2020;Willem II;Heracles Almelo;4;0
2020-2021;25/09/2020;FC Twente;FC Groningen;3;1
2020-2021;26/09/2020;Ajax;Vitesse;2;1
2020-2021;26/09/2020;Fortuna Sittard;AZ;3;3
2020-2021;26/09/2020;PEC Zwolle;Sparta Rotterdam;4;0
2020-2021;26/09/2020;SC Heerenveen;VVV-Venlo;1;0
2020-2021;27/09/2020;FC Emmen;Willem II;1;1
2020-2021;27/09/2020;FC Utrecht;RKC Waalwijk;3;1
2020-2021;27/09/2020;Feyenoord;ADO Den Haag;4;2
2020-2021;27/09/2020;Heracles Almelo;PSV;1;1
2020-2021;02/10/2020;FC Utrecht;SC Heerenveen;1;1
2020-2021;03/10/2020;FC Twente;FC Emmen;1;1
2020-2021;03/10/2020;Vitesse;Heracles Almelo;3;0
2020-2021;03/10/2020;VVV-Venlo;ADO Den Haag;1;2
2020-2021;04/10/2020;FC Groningen;Ajax;1;0
2020-2021;04/10/2020;PSV;Fortuna Sittard;2;0
2020-2021;04/10/2020;Sparta Rotterdam;AZ;4;4
2020-2021;04/10/2020;Willem II;Feyenoord;1;4
2020-2021;17/10/2020;AZ;VVV-Venlo;2;2
2020-2021;17/10/2020;Heracles Almelo;RKC Waalwijk;0;1
2020-2021;17/10/2020;Willem II;FC Twente;0;3
2020-2021;18/10/2020;ADO Den Haag;Vitesse;0;2
2020-2021;18/10/2020;Ajax;SC Heerenveen;5;1
2020-2021;18/10/2020;FC Emmen;Fortuna Sittard;2;2
2020-2021;18/10/2020;FC Groningen;FC Utrecht;0;0
2020-2021;18/10/2020;Feyenoord;Sparta Rotterdam;1;1
2020-2021;18/10/2020;PEC Zwolle;PSV;0;3
2020-2021;21/10/2020;RKC Waalwijk;PEC Zwolle;1;1
2020-2021;24/10/2020;FC Utrecht;FC Twente;2;1
2020-2021;24/10/2020;PEC Zwolle;Willem II;0;0
2020-2021;24/10/2020;SC Heerenveen;FC Emmen;4;0
2020-2021;24/10/2020;VVV-Venlo;Ajax;0;13
2020-2021;25/10/2020;ADO Den Haag;AZ;2;2
2020-2021;25/10/2020;Fortuna Sittard;FC Groningen;1;3
2020-2021;25/10/2020;RKC Waalwijk;Feyenoord;2;2
2020-2021;25/10/2020;Sparta Rotterdam;Heracles Almelo;1;1
2020-2021;25/10/2020;Vitesse;PSV;2;1
2020-2021;31/10/2020;Ajax;Fortuna Sittard;5;2
2020-2021;31/10/2020;FC Groningen;VVV-Venlo;2;1
2020-2021;31/10/2020;FC Twente;PEC Zwolle;5;1
2020-2021;31/10/2020;Willem II;Vitesse;1;3
2020-2021;01/11/2020;AZ;RKC Waalwijk;3;0
2020-2021;01/11/2020;FC Emmen;Feyenoord;2;3
2020-2021;01/11/2020;Heracles Almelo;FC Utrecht;4;1
2020-2021;01/11/2020;PSV;ADO Den Haag;4;0
2020-2021;01/11/2020;Sparta Rotterdam;SC Heerenveen;1;4
2020-2021;06/11/2020;Fortuna Sittard;PEC Zwolle;2;2
2020-2021;07/11/2020;ADO Den Haag;FC Twente;2;4
2020-2021;07/11/2020;RKC Waalwijk;Sparta Rotterdam;0;2
2020-2021;07/11/2020;VVV-Venlo;Heracles Almelo;3;2
2020-2021;08/11/2020;FC Utrecht;Ajax;0;3
2020-2021;08/11/2020;Feyenoord;FC Groningen;2;0
2020-2021;08/11/2020;PSV;Willem II;3;0
2020-2021;08/11/2020;SC Heerenveen;AZ;0;3
2020-2021;08/11/2020;Vitesse;FC Emmen;3;1
2020-2021;21/11/2020;FC Groningen;Vitesse;1;1
2020-2021;21/11/2020;PEC Zwolle;FC Utrecht;1;1
2020-2021;21/11/2020;Willem II;VVV-Venlo;2;1
2020-2021;22/11/2020;Ajax;Heracles Almelo;5;0
2020-2021;22/11/2020;AZ;FC Emmen;1;0
2020-2021;22/11/2020;FC Twente;PSV;1;1
2020-2021;22/11/2020;Fortuna Sittard;Feyenoord;1;3
2020-2021;22/11/2020;RKC Waalwijk;SC Heerenveen;1;1
2020-2021;22/11/2020;Sparta Rotterdam;ADO Den Haag;6;0
